query,start,end,threads,status,cleanCache,mixed
Q9,1681964531333,1681964563623
Q2,1681965731257,1681965942198
Q5,1681966931257,1681966931481
Q2,1681968131258,1681968154558
Q3,1681969331258,1681969372485
Q5,1681970531258,1681970531576
Q2,1681971731258,1681971751578
Q10,1681972931257,1681973387633
Q2,1681974131258,1681974171840
Q3,1681975331258,1681975348095
Q10,1681976531258,1681976748757
Q9,1681977731258,1681977763530
Q2,1681978931257,1681978958102
Q9,1681980131257,1681980160439
Q1,1681981331257,1681981332862
Q10,1681982531259,1681982758402
Q5,1681983731257,1681983731654
Q8,1681984931257,1681984969541
Q8,1681986131258,1681986160596
Q6,1681987331258,1681987332608
Q10,1681988531257,1681988748681
Q5,1681989731258,1681989731586
Q7,1681990931259,1681990985929
Q4,1682055687623,1682055759602
Q8,1682056887546,1682056919132
Q2,1682058087546,1682058142326
Q5,1682059287546,1682059287716
Q2,1682061687546,1682061743492
Q10,1682062887546,1682063338915
Q1,1682064087546,1682064088130
Q10,1682066487546,1682066722305
Q10,1682067687546,1682067928427
Q2,1682065287547,1682068607811
Q7,1682060487547,1682068607811
Q1,1682068610509,1682068611024
Q3,1682069810438,1682069850345
Q9,1682071010438,1682071039876
Q8,1682072210437,1682072236700
Q10,1682073410437,1682073653625
Q5,1682074610438,1682074610504
Q2,1682075810438,1682075837194
Q8,1682077010438,1682077036445
Q9,1682078210438,1682078239188
Q4,1682079410438,1682079430199
Q8,1682080610437,1682080637216
Q4,1682081810437,1682081832701
Q3,1682083010438,1682083032214
Q10,1682084210438,1682084443820
Q4,1682085295933,1682085317234
Q4,1682086495855,1682086520782
Q1,1682087695854,1682087696073
Q3,1682088895855,1682088909702
Q2,1682090095855,1682090160228
Q5,1682091295854,1682091295935
Q10,1684668170989,1684670087142
Q10,1684672318761,1684673029589
Q10,1684674329247,1684675036039
Q10,1684757648885,1684757653898
Q10,1684757786048,1684757786806
Q10,1684827019409,1684827034859
Q10,1684827049450,1684828057127
Q10,1685276105051,1685276421458
Q10,1685277324089,1685281461928
Q10,1685891119185,1685891287774
Q10,1685893398524,1685897660710
Q10,1685944312211,1685944313079
Q10,1685944534708,1685944535384
Q10,1685945368235,1685945368629
Q10,1685948854999,1685948856629
Q10,1685950337585,1685950339222
Q10,1685954046773,1685957746400
Q10,1685963138293,1685965738070
Q7,1685965891919,1685969369775
Q1,1686059139559,1686059197298
Q2,1686059197309,1686059347025
Q3,1686059347025,1686059417253
Q4,1686059417254,1686059547159
Q5,1686059547160,1686059548733
Q6,1686059548733,1686059571441
Q8,1686059571442,1686059634892
Q9,1686059634892,1686059652785
Q10,1686059652786,1686061191392
Q1,1687154789519,1687154791507
Q2,1687154791508,1687154792651
Q3,1687154792652,1687154793872
Q1,1687156431091,1687156485298
Q2,1687156485298,1687156620254
Q3,1687156620255,1687156999323
Q4,1687156999324,1687157142663
Q5,1687157142664,1687157144436
Q6,1687157144437,1687157189294
Q8,1687157189294,1687157253321
Q9,1687157253321,1687157270798
Q10,1687157270799,1687158641228
Q1,1687623209685,1687623225201
Q1,1687623402919,1687623451174
Q2,1687623451174,1687624100376
Q3,1687624100377,1687624184844
Q4,1687624184846,1687624326506
Q5,1687624326507,1687624328130
Q6,1687624328131,1687624337123
Q7,1687624337123,1687624799015
Q1,1687625174823,1687625190442
Q2,1687625190443,1687626851377
Q3,1687626851378,1687626864364
Q4,1687626864365,1687626876478
Q5,1687626876479,1687626877881
Q6,1687626877882,1687626881816
Q1,1687628774741,1687628782150
Q2,1687628782151,1687628843884
Q3,1687628843885,1687630656151
Q4,1687630656152,1687630671296
Q5,1687630671297,1687630672702
Q6,1687630672703,1687630677081
Q1,1687632374741,1687632376456
Q2,1687632376456,1687632393125
Q3,1687632393125,1687632402151
Q4,1687632402152,1687632414500
Q5,1687632414501,1687632416028
Q6,1687632416028,1687632420997
Q1,1687635974741,1687635976916
Q2,1687635976917,1687635989152
Q3,1687635989153,1687636001590
Q4,1687636001591,1687636014047
Q5,1687636014048,1687636015682
Q6,1687636015682,1687636022621
Q1,1687639574741,1687639577815
Q2,1687639577816,1687639590812
Q3,1687639590813,1687639603060
Q4,1687639603061,1687639615878
Q5,1687639615879,1687639617372
Q6,1687639617373,1687639620297
Q1,1687643174741,1687643176554
Q2,1687643176555,1687643186793
Q3,1687643186794,1687643193428
Q4,1687643193429,1687643206165
Q5,1687643206166,1687643207688
Q6,1687643207689,1687643211962
Q7,1687626881817,1687644887818
Q8,1687644887819,1687644951263
Q9,1687644951264,1687644969446
Q10,1687644969447,1687645340127
Q1,1687646774741,1687646776571
Q2,1687646776572,1687646837143
Q3,1687646837144,1687646847251
Q4,1687646847251,1687646860107
Q5,1687646860108,1687646861630
Q6,1687646861631,1687646863485
Q7,1687630677082,1687648682347
Q8,1687648682348,1687648700710
Q9,1687648700711,1687648718279
Q10,1687648718280,1687648822810
Q1,1687650374740,1687650376675
Q2,1687650376676,1687650389790
Q3,1687650389791,1687650396895
Q4,1687650396896,1687650408593
Q5,1687650408594,1687650410057
Q6,1687650410058,1687650412687
Q7,1687632420998,1687650425721
Q8,1687650425722,1687650447408
Q9,1687650447408,1687650464953
Q10,1687650464954,1687650574378
Q1,1687653974741,1687653976554
Q2,1687653976555,1687654005607
Q3,1687654005608,1687654014862
Q7,1687636022622,1687654027465
Q4,1687654014863,1687654032357
Q5,1687654032358,1687654034154
Q6,1687654034155,1687654036005
Q8,1687654027466,1687654049914
Q9,1687654049915,1687654068205
Q10,1687654068206,1687654179002
Q1,1687657574741,1687657577205
Q2,1687657577205,1687657597091
Q3,1687657597092,1687657604819
Q4,1687657604820,1687657618850
Q5,1687657618851,1687657620622
Q6,1687657620622,1687657623063
Q7,1687639620297,1687657625221
Q8,1687657625222,1687657646789
Q9,1687657646789,1687657665494
Q10,1687657665495,1687657771220
Q1,1687661174741,1687661176608
Q2,1687661176609,1687661205884
Q3,1687661205885,1687661213366
Q7,1687643211963,1687661216620
Q4,1687661213367,1687661228694
Q5,1687661228695,1687661230431
Q6,1687661230432,1687661232858
Q8,1687661216621,1687661239240
Q9,1687661239240,1687661260422
Q10,1687661260423,1687661366141
Q1,1687664774740,1687664776539
Q2,1687664776539,1687664787127
Q3,1687664787128,1687664795496
Q4,1687664795497,1687664807119
Q5,1687664807119,1687664808674
Q6,1687664808675,1687664812373
Q7,1687646863486,1687664868246
Q8,1687664868248,1687664885763
Q9,1687664885764,1687664903187
Q10,1687664903188,1687665008590
Q1,1687668374740,1687668376481
Q2,1687668376481,1687668390400
Q3,1687668390401,1687668397630
Q4,1687668397631,1687668409482
Q5,1687668409482,1687668411009
Q6,1687668411010,1687668412901
Q7,1687650412688,1687668417687
Q8,1687668417688,1687668439031
Q9,1687668439032,1687668460513
Q10,1687668460514,1687668565368
Q7,1687657623064,1687669806289
Q7,1687654036005,1687669806291
Q7,1687661232859,1687669806294
Q7,1687668412902,1687669806295
Q7,1687664812374,1687669806319
Q5,1687693859586,1687693933142
Q5,1687693859586,1687693968783
Q1,1687694126713,1687694177814
Q3,1687693859586,1687694214965
Q8,1687693859586,1687694324182
Q8,1687693859586,1687694324182
Q8,1687693859586,1687694324226
Q7,1687690550858,1687694579135
Q2,1687694177815,1687694579136
Q7,1687689392241,1687694579141
Q7,1687692940217,1687694579168
Q6,1687693859586,1687694896905
Q2,1687693859586,1687695384963
Q10,1687693859586,1687696681060
Q3,1687693859586,1687696684673
Q3,1687700796928,1687700809400,4
Q2,1687700796927,1687700812729,4
Q4,1687700796927,1687700888122,4
Q4,1687700796928,1687700888125,4
Q5,1687705205676,1687705207809,5
Q6,1687705205676,1687705208473,5
Q6,1687705205676,1687705208893,5
Q6,1687705205676,1687705209255,5
Q2,1687705205676,1687705217027,5
Q5,1687705452234,1687705454997,10
Q5,1687705452233,1687705455109,10
Q6,1687705452233,1687705456981,10
Q6,1687705452234,1687705457545,10
Q6,1687705452234,1687705459199,10
Q3,1687705452234,1687705463679,10
Q3,1687705452234,1687705465764,10
Q6,1687705452233,1687705467481,10
Q9,1687705452234,1687705476254,10
Q10,1687705452234,1687705490006,10
Q5,1687705698681,1687705702446,18
Q6,1687705698681,1687705702913,18
Q5,1687705698681,1687705702937,18
Q6,1687705698681,1687705703377,18
Q1,1687705698681,1687705703416,18
Q1,1687705698682,1687705703914,18
Q6,1687705698681,1687705704461,18
Q6,1687705698681,1687705705000,18
Q3,1687705698681,1687705719943,18
Q2,1687705698681,1687705721101,18
Q2,1687705698681,1687705721683,18
Q4,1687705698681,1687705726169,18
Q8,1687705698682,1687705734389,18
Q8,1687705698681,1687705734696,18
Q8,1687705698681,1687705734932,18
Q10,1687705698681,1687705847485,18
Q10,1687705698681,1687705847492,18
Q10,1687705698681,1687705847546,18
Q5,1687706298576,1687706302588,21
Q1,1687706298577,1687706303292,21
Q5,1687706298576,1687706303492,21
Q1,1687706298576,1687706303606,21
Q6,1687706298576,1687706304999,21
Q6,1687706298578,1687706305338,21
Q9,1687706298577,1687706313630,21
Q3,1687706298576,1687706324508,21
Q3,1687706298580,1687706324573,21
Q2,1687706298576,1687706332238,21
Q4,1687706298578,1687706337556,21
Q4,1687706298577,1687706337564,21
Q4,1687706298581,1687706337596,21
Q4,1687706298576,1687706337964,21
Q4,1687706298576,1687706338144,21
Q8,1687706298578,1687706343432,21
Q8,1687706298576,1687706343670,21
Q9,1687706298582,1687706344166,21
Q9,1687706298577,1687706344269,21
Q2,1687706298581,1687706369429,21
Q10,1687706298582,1687706431550,21
Q5,1687706898578,1687706903229,25
Q5,1687706898577,1687706903529,25
Q1,1687706898577,1687706903610,25
Q1,1687706898578,1687706903910,25
Q6,1687706898577,1687706905176,25
Q1,1687706898577,1687706905658,25
Q5,1687706898577,1687706905850,25
Q1,1687706898577,1687706905940,25
Q3,1687706898582,1687706927672,25
Q3,1687706898582,1687706928712,25
Q3,1687706898578,1687706929158,25
Q3,1687706898578,1687706929442,25
Q3,1687706898578,1687706933852,25
Q4,1687706898582,1687706938679,25
Q4,1687706898582,1687706939314,25
Q8,1687706898582,1687706946745,25
Q9,1687706898582,1687706947166,25
Q9,1687706898577,1687706947307,25
Q2,1687706898582,1687706947739,25
Q8,1687706898577,1687706947883,25
Q9,1687706898577,1687706948602,25
Q9,1687706898582,1687706948693,25
Q2,1687706898578,1687706990213,25
Q10,1687706898582,1687707049348,25
Q10,1687706898582,1687707049348,25
Q6,1687707498577,1687707500538,5
Q4,1687707498577,1687707515958,5
Q9,1687707498577,1687707522841,5
Q10,1687707498577,1687707605245,5
Q2,1687707498577,1687707938211,5
Q5,1687708098583,1687708103084,25
Q6,1687708098576,1687708103309,25
Q5,1687708098576,1687708104006,25
Q6,1687708098583,1687708104024,25
Q5,1687708098578,1687708104118,25
Q5,1687708098576,1687708104216,25
Q6,1687708098576,1687708104486,25
Q6,1687708098585,1687708105702,25
Q6,1687708098583,1687708106098,25
Q3,1687708098576,1687708135615,25
Q2,1687708098583,1687708136819,25
Q4,1687708098582,1687708139382,25
Q4,1687708098583,1687708139390,25
Q4,1687708098576,1687708139819,25
Q8,1687708098583,1687708147559,25
Q8,1687708098576,1687708148429,25
Q9,1687708098583,1687708148451,25
Q8,1687708098582,1687708148475,25
Q9,1687708098583,1687708148622,25
Q9,1687708098576,1687708148912,25
Q8,1687708098576,1687708148951,25
Q8,1687708098576,1687708149141,25
Q2,1687708098576,1687708201363,25
Q10,1687708098576,1687708252632,25
Q10,1687708098583,1687708252693,25
Q5,1687708698580,1687708703787,29
Q5,1687708698577,1687708704400,29
Q5,1687708698577,1687708704587,29
Q1,1687708698577,1687708704692,29
Q5,1687708698577,1687708706515,29
Q5,1687708698577,1687708706776,29
Q5,1687708698577,1687708707118,29
Q3,1687708698580,1687708723313,29
Q3,1687708698577,1687708723314,29
Q9,1687708698586,1687708723315,29
Q9,1687708698580,1687708723315,29
Q3,1687708698580,1687708723316,29
Q3,1687708698577,1687708723318,29
Q9,1687708698580,1687708723318,29
Q2,1687708698586,1687708723320,29
Q4,1687708698580,1687708723321,29
Q3,1687708698577,1687708723321,29
Q3,1687708698580,1687708723323,29
Q9,1687708698578,1687708723323,29
Q2,1687708698577,1687708723324,29
Q8,1687708698580,1687708723325,29
Q10,1687708698577,1687708723325,29
Q2,1687708698579,1687708723327,29
Q10,1687708698586,1687708723327,29
Q10,1687708698580,1687708723328,29
Q3,1687708698578,1687708723328,29
Q8,1687708698580,1687708723329,29
Q3,1687708698586,1687708723330,29
Q10,1687708698578,1687708723349,29
Q1,1687757186835,1687757242625,12,success
Q6,1687757186835,1687757243991,12,success
Q9,1687757186836,1687757246476,12,success
Q9,1687757186835,1687757246684,12,success
Q9,1687757186835,1687757246939,12,success
Q2,1687757186835,1687757255483,12,success
Q8,1687757186836,1687757269413,12,success
Q8,1687757186835,1687757269414,12,success
Q4,1687757186835,1687757310962,12,success
Q4,1687757186835,1687757310970,12,success
Q10,1687757186835,1687757555433,12,success
Q3,1687757186835,1687757556276,12,success
Q1,1687759586718,1687759589023,9,success
Q2,1687759586718,1687759603907,9,success
Q9,1687759586719,1687759613544,9,success
Q8,1687759586719,1687759613663,9,success
Q8,1687759586719,1687759614144,9,success
Q8,1687759586719,1687759614189,9,success
Q9,1687759586719,1687759614344,9,success
Q9,1687759586718,1687759614547,9,success
Q10,1687759586719,1687759690687,9,success
Q1,1687797168683,1687797208840,0,success,true
Q2,1687797663125,1687797837424,0,success,true
Q3,1687798322112,1687798526462,0,success,true
Q4,1687798990162,1687799039366,0,success,true
Q5,1687799493784,1687799501083,0,success,true
Q6,1687799956906,1687800106412,0,success,true
Q8,1687800571438,1687800647089,0,success,true
Q1,1687801089656,1687801101985,0,success,true
Q9,1687801089656,1687801121902,0,success,true
Q2,1687801583201,1687801584131,0,failed,true
Q10,1687801583201,1687801585293,0,failed,true
Q3,1687802055408,1687802070461,0,failed,true
Q4,1687802531372,1687802531795,0,failed,true
Q5,1687802987181,1687802988465,0,failed,true
Q6,1687803474200,1687803474500,0,failed,true
Q8,1687803942423,1687803944099,0,failed,true
Q9,1687804401926,1687804403298,0,failed,true
Q10,1687804868327,1687804868691,0,failed,true
Q1,1687805113118,1687805114494,0,failed,true
Q2,1687805601703,1687805603088,0,failed,true
Q3,1687806060207,1687806061577,0,failed,true
Q1,1687809076228,1687809077517,0,failed,true
Q2,1687809561141,1687809562454,0,failed,true
Q3,1687810041928,1687810043234,0,failed,true
Q4,1687810505326,1687810505623,0,failed,true
Q5,1687810990867,1687811005921,0,failed,true
Q6,1687811486581,1687811488022,0,failed,true
Q8,1687811974353,1687811975643,0,failed,true
Q9,1687812437703,1687812438999,0,failed,true
Q10,1687812898228,1687812899520,0,failed,true
Q1,1687813077562,1687813078863,0,failed,true
Q2,1687813532340,1687813533634,0,failed,true
Q3,1687814018185,1687814019479,0,failed,true
Q4,1687814481259,1687814481622,0,failed,true
Q5,1687814937769,1687814939062,0,failed,true
Q6,1687815425254,1687815426552,0,failed,true
Q8,1687815890031,1687815905080,0,failed,true
Q9,1687816385050,1687816385380,0,failed,true
Q10,1687816874954,1687816875320,0,failed,true
Q1,1687817121112,1687817123406,0,failed,true
Q2,1687817589946,1687817604994,0,failed,true
Q3,1687818070081,1687818071457,0,failed,true
Q4,1687818530249,1687818531531,0,failed,true
Q5,1687818997241,1687818998536,0,failed,true
Q6,1687819461610,1687819462905,0,failed,true
Q8,1687819942788,1687819944163,0,failed,true
Q9,1687820405136,1687820405348,0,failed,true
Q10,1687820890323,1687820890447,0,failed,true
Q1,1687821135250,1687821136433,0,failed,true
Q2,1687821596097,1687821596226,0,failed,true
Q3,1687822080171,1687822081499,0,failed,true
Q4,1687822546247,1687822547535,0,failed,true
Q5,1687823016005,1687823017298,0,failed,true
Q6,1687823479371,1687823480676,0,failed,true
Q8,1687823941382,1687823942669,0,failed,true
Q9,1687824403529,1687824404820,0,failed,true
Q10,1687824885688,1687824885974,0,failed,true
Q1,1687825138006,1687825138293,0,failed,true
Q2,1687825595629,1687825596929,0,failed,true
Q3,1687826062419,1687826063965,0,failed,true
Q4,1687826501775,1687826503152,0,failed,true
Q5,1687826982691,1687826983996,0,failed,true
Q10,1687837009944,1687838579286,0,success,true
Q1,1688009748903,1688009756153,26,failed,false
Q6,1688009748903,1688009756247,26,failed,false
Q4,1688009748903,1688009756369,26,failed,false
Q9,1688009748903,1688009756416,26,failed,false
Q9,1688009748903,1688009756439,26,failed,false
Q9,1688009748903,1688009756449,26,failed,false
Q8,1688009748903,1688009756499,26,failed,false
Q2,1688009748903,1688009756499,26,failed,false
Q2,1688009748903,1688009756640,26,failed,false
Q9,1688009748903,1688009756736,26,failed,false
Q6,1688009748903,1688009756838,26,failed,false
Q10,1688009748903,1688009756908,26,failed,false
Q4,1688009748903,1688009757027,26,failed,false
Q4,1688009748903,1688009757173,26,failed,false
Q6,1688009748903,1688009757561,26,failed,false
Q10,1688009748903,1688009757632,26,failed,false
Q5,1688009748903,1688009757691,26,failed,false
Q5,1688009748903,1688009757757,26,failed,false
Q10,1688009748903,1688009758218,26,failed,false
Q6,1688009748903,1688009758517,26,failed,false
Q1,1688009748903,1688009758520,26,failed,false
Q4,1688009748903,1688009758694,26,failed,false
Q3,1688009748903,1688009758835,26,failed,false
Q3,1688009748903,1688009759254,26,failed,false
Q6,1688009748903,1688009759404,26,failed,false
Q4,1688009748903,1688009759730,26,failed,false
Q9,1688013262609,1688013287450,8,success,false
Q1,1688013262609,1688013363071,8,success,false
Q6,1688013262609,1688013470096,8,success,false
Q8,1688013262609,1688013507930,8,success,false
Q6,1688013262609,1688013586118,8,success,false
Q5,1688013662508,1688013667466,15,success,false
Q5,1688013662508,1688013667489,15,success,false
Q5,1688013662508,1688013669394,15,success,false
Q5,1688013662508,1688013669796,15,success,false
Q5,1688013662508,1688013669948,15,success,false
Q8,1688013662508,1688013686860,15,success,false
Q9,1688013662508,1688013687610,15,success,false
Q9,1688013662508,1688013688356,15,success,false
Q4,1688013662508,1688013773836,8,success,false
Q3,1688013662508,1688013912572,15,success,false
Q3,1688013662508,1688014055930,15,success,false
Q5,1688014062507,1688014067807,14,success,false
Q5,1688014062507,1688014070401,14,success,false
Q4,1688014062507,1688014087840,14,success,false
Q8,1688014062507,1688014090532,14,success,false
Q8,1688014062507,1688014092239,14,success,false
Q1,1688014062507,1688014102273,14,success,false
Q1,1688014062507,1688014102483,14,success,false
Q6,1688014062507,1688014131418,14,success,false
Q6,1688014062507,1688014141452,14,success,false
Q3,1688014062507,1688014179750,15,success,false
Q2,1688014062507,1688014254765,14,success,false
Q2,1688014062507,1688014327413,14,success,false
Q6,1688014062507,1688014374053,14,success,false
Q5,1688014462526,1688014469457,23,success,false
Q6,1688014462526,1688014472165,23,success,false
Q6,1688014462526,1688014477397,23,success,false
Q1,1688014462526,1688014489405,23,success,false
Q1,1688014462526,1688014494649,23,success,false
Q1,1688014462526,1688014501092,23,success,false
Q4,1688014462526,1688014502174,23,success,false
Q1,1688014462526,1688014504662,23,success,false
Q9,1688014462526,1688014507740,23,success,false
Q9,1688014462526,1688014507820,23,success,false
Q9,1688014462526,1688014508158,23,success,false
Q8,1688014462526,1688014509069,23,success,false
Q8,1688014462526,1688014509176,23,success,false
Q2,1688014462526,1688014531983,23,success,false
Q6,1688014462526,1688014549817,23,success,false
Q3,1688014462526,1688014601911,15,success,false
